,Choice,Confidence
AA,2,0.4867149591445923
AAP,2,0.39570844173431396
ABBV,0,0.426478773355484
ABC,2,0.35463330149650574
ABEV,2,0.6256272792816162
ABG,1,0.478182315826416
ABM,1,0.4303639829158783
ABT,0,0.5847965478897095
ACB,0,0.5415787696838379
